,inputs,targets,predictions
3536,dailar,டைலர்,டெய்லர்
3537,tailer,டைலர்,டெய்லர்
3538,tiler,டைலர்,டிலார்
3539,tylar,டைலர்,டிலார்
3540,tyler,டைலர்,டிலார்
3541,daoopakoo,டொபாகோ,தொடமு
3542,tabago,டொபாகோ,தப்பாக
3543,tabagoo,டொபாகோ,தப்பாகோ
3544,tobaggo,டொபாகோ,தொடுமாக்
3545,tobago,டொபாகோ,தொடமு
3546,tobagoo,டொபாகோ,தொடமு
3547,tobagu,டொபாகோ,தொடமு
3548,toobaggoo,டொபாகோ,டோபாக்கு
3549,toobagoo,டொபாகோ,டொபோக்
3550,dhonee,டோனி,தொனே
3551,dhoni,டோனி,தொனி
3552,dhonii,டோனி,தொனி
3553,dhoonee,டோனி,தூணி
3554,dhooni,டோனி,தூணி
3555,dhoonii,டோனி,தூணி
3556,dhuni,டோனி,துனி
3557,doani,டோனி,டோனி
3558,donie,டோனி,டோனி
3559,donnie,டோனி,டானி
3560,dooni,டோனி,டானி
3561,doonnie,டோனி,டானி
3562,toni,டோனி,டான்
3563,tonii,டோனி,டோனி
3564,tony,டோனி,டான்
3565,tooni,டோனி,டானி
3566,toonii,டோனி,துனி
3567,toony,டோனி,டானி
3568,thangich,தங்கிச்,தங்கிச்
3569,thankich,தங்கிச்,தங்கிச்
3570,thangiya,தங்கிய,தங்கிய
3571,thangkiya,தங்கிய,தங்கிய
3572,thankiya,தங்கிய,தாங்கிய
3573,thangiullathu,தங்கியுள்ளது,தங்கிலுத்தல்
3574,thangiyulladhu,தங்கியுள்ளது,தங்கியுள்ளது
3575,thangiyullathu,தங்கியுள்ளது,தங்கியுள்ளது
3576,thankiyullathu,தங்கியுள்ளது,தங்கியுள்ளது
3577,thadangalil,தடங்களில்,தடங்களில்
3578,thadanggalil,தடங்களில்,தடங்களில்
3579,thadangkalil,தடங்களில்,தடங்களில்
3580,thadaya,தடய,தடை
3581,thadayangalai,தடயங்களை,தடைஞர்கள்
3582,thadayanggalai,தடயங்களை,தடைஞர்கள்
3583,thadayangkalai,தடயங்களை,தடைஞர்கள்
3584,thadayangal,தடயங்கள்,தடையங்கள்
3585,thadayanggal,தடயங்கள்,தடைஞர்கள்
3586,thadayangkal,தடயங்கள்,தடைஞர்கள்
3587,thaduththa,தடுத்த,தடுத்த
3588,thaduththana,தடுத்தன,தடுத்தன
3589,thaduththaar,தடுத்தார்,தடுத்தார்
3590,thadutthaar,தடுத்தார்,தடுத்தார்
3591,thadaigalai,தடைகளை,தடைகளை
3592,thadaikalai,தடைகளை,தடைகளை
3593,thadaykalay,தடைகளை,தடைகளை
3594,thadaigalaith,தடைகளைத்,தடைகளைத்
3595,thadaikalaith,தடைகளைத்,தடைகளைத்
3596,thadaykalayth,தடைகளைத்,தடைகளைத்
3597,thadaipattathu,தடைபட்டது,தடைபட்டது
3598,thadaiyum,தடையும்,தடையும்
3599,thadaiyai,தடையை,தடையை
3600,dakshinaamurthy,தட்சிணாமூர்த்தி,தாச்சநிருவேர்
3601,dhadchanaamoorthi,தட்சிணாமூர்த்தி,தட்சமூர்வில்
3602,dhadchinamoorthi,தட்சிணாமூர்த்தி,தட்சிமூனித்து
3603,dhakshinaamoorthy,தட்சிணாமூர்த்தி,தாஷ்கிராநூதி
3604,tatchinamurthy,தட்சிணாமூர்த்தி,டாஜ்ஜிந்திருக்க்
3605,thakshinaamoorththi,தட்சிணாமூர்த்தி,தாஜ்சுநிரத்தின்
3606,thattaan,தட்டான்,தட்டான்
3607,thandanai,தண்டனை,தண்டனை
3608,dhandanaigal,தண்டனைகள்,தண்டணைகள்
3609,thandanaigal,தண்டனைகள்,தண்டணைகள்
3610,thandanaikal,தண்டனைகள்,தண்டணைகள்
3611,dhandanaiyilirundhu,தண்டனையிலிருந்து,தண்டனையிலிருந்து
3612,thandanaiyilirundhu,தண்டனையிலிருந்து,தண்டனையிலிருந்து
3613,thandanaiyilirunthu,தண்டனையிலிருந்து,தண்டனையிலிருந்து
3614,thandavaala,தண்டவாள,தந்தவாள
3615,dhandavaalangal,தண்டவாளங்கள்,தந்தவாளங்கள்
3616,thandavaalanggal,தண்டவாளங்கள்,தந்தவல்களான
3617,thandavaalangkal,தண்டவாளங்கள்,தந்தவல்களான
3618,thandin,தண்டின்,தாந்தின்
3619,thandhira,தந்திர,தந்திர
3620,thanthira,தந்திர,தந்திர
3621,thandhirangalil,தந்திரங்களில்,தந்திரங்களில்
3622,thanthirangazhil,தந்திரங்களில்,தந்திரங்களில்
3623,thanthiranggalil,தந்திரங்களில்,தந்திரங்களில்
3624,thanthirankalil,தந்திரங்களில்,தந்திரங்களில்
3625,thandhirangal,தந்திரங்கள்,தந்திரங்கள்
3626,thanthiranggal,தந்திரங்கள்,தந்திரங்கள்
3627,thanthirankal,தந்திரங்கள்,தந்திரங்கள்
3628,thandhiraththai,தந்திரத்தை,தந்திரத்தை
3629,thanthiraththai,தந்திரத்தை,தந்திரத்தை
3630,thanakkaaga,தனக்காக,தனக்காக
3631,thanakkaga,தனக்காக,தாங்ககக்
3632,thanithani,தனித்தனி,தனித்தனி
3633,thaniththani,தனித்தனி,தனித்தனி
3634,thanikthanik,தனித்தனிக்,தனிவிக்கே
3635,thanithanik,தனித்தனிக்,தனித்திணை
3636,thaniththanik,தனித்தனிக்,தந்திந்தைக்
3637,thanithaniyaga,தனித்தனியாக,தனித்தினைக்க
3638,thaniththaniyaaga,தனித்தனியாக,தனித்தினேசை
3639,thanithaniyaagap,தனித்தனியாகப்,தனித்தினையாக
3640,thaniththaniyaagap,தனித்தனியாகப்,தனித்தினையாக
3641,thanithaniyana,தனித்தனியான,தனித்தின்மேக
3642,thaniththaniyaana,தனித்தனியான,தனித்தினேயாவில்
3643,thanithanmaiyana,தனித்தன்மையான,தனித்தனைம்
3644,thaniththamaiyaana,தனித்தன்மையான,தனித்தமையான
3645,thaniththanmaiyaana,தனித்தன்மையான,தன்னித்தமணிகான்
3646,thanithanmaiyudan,தனித்தன்மையுடன்,தனித்நாண்டுக்கல்
3647,thaniththanmaiyudan,தனித்தன்மையுடன்,தனித்தின்மோக்கின்
3648,thaiththuvamaana,தனித்துவமான,தைடுத்தமான
3649,thaniththuvamaana,தனித்துவமான,தநித்துவமான
3650,thanithuvamana,தனித்துவமான,தணித்துவமான
3651,thaniththuvamaanadhu,தனித்துவமானது,தநித்துவமானது
3652,thaniththuvamaanath,தனித்துவமானது,தநித்துவமான
3653,thaniththuvamaanathu,தனித்துவமானது,தநித்துவமானது
3654,thanithuvamanadhu,தனித்துவமானது,தணித்துவமானது
3655,thanimangalin,தனிமங்களின்,தனிமங்களின்
3656,thanimankalin,தனிமங்களின்,தனிமங்களின்
3657,vaayaal,தன்,வாயல்
3658,vayal,தன்,வயல்
3659,thabasu,தபசு,தபாகு
3660,thapasu,தபசு,தப்பாசு
3661,thamakena,தமக்கென,தாமகியன்
3662,thamakkaena,தமக்கென,தமக்கேன
3663,thamakkena,தமக்கென,தமக்கின
3664,tamilagaththilirunthu,தமிழகத்திலிருந்து,தமிழாக்கின்றதுள்ளும்
3665,tamilagatthilirundhu,தமிழகத்திலிருந்து,தமிழாக்கின்றதுள்ளும்
3666,tamilakatthilirundhu,தமிழகத்திலிருந்து,தமிழாக்கின்றதுள்ளும்
3667,tamizhagatthilirundhu,தமிழகத்திலிருந்து,தமிழாக்கின்றதுள்ளு
3668,tamizhakatthilirundhu,தமிழகத்திலிருந்து,தமிழாக்கின்றதுள்ளும்
