,inputs,targets,predictions
4610,patippai,படிப்பை,படிப்பை
4611,padipaith,படிப்பைத்,படிப்பித்
4612,padippaith,படிப்பைத்,படிப்பித்
4613,patippaith,படிப்பைத்,படிப்பைத்
4614,padipaiyum,படிப்பையும்,படிப்பையும்
4615,padippaiyum,படிப்பையும்,படிப்பையும்
4616,patippaiyum,படிப்பையும்,படிப்பையும்
4617,padimangalai,படிமங்களை,படிமங்களை
4618,padimangazhai,படிமங்களை,படிமங்களை
4619,padimankalai,படிமங்களை,படிமங்களை
4620,patimankalai,படிமங்களை,படிமங்களை
4621,padimathin,படிமத்தின்,படிமத்தின்
4622,padimaththin,படிமத்தின்,படிமத்தின்
4623,padimatthin,படிமத்தின்,படிமத்தின்
4624,patimatthin,படிமத்தின்,படிமத்தின்
4625,padimam,படிமம்,பேட்மிம்
4626,patimam,படிமம்,பேட்மிம்
4627,padiyil,படியில்,படையில்
4628,patiyil,படியில்,படையில்
4629,paduthiya,படுத்திய,படுத்திய
4630,paduththiya,படுத்திய,படுத்திய
4631,padutthiya,படுத்திய,படுத்திய
4632,patuthiya,படுத்திய,படுத்திய
4633,paduthiyathu,படுத்தியது,படுத்தியது
4634,paduththiyadhu,படுத்தியது,படுத்தியது
4635,paduththiyathu,படுத்தியது,படுத்தியது
4636,padutthiyathu,படுத்தியது,படுத்தியது
4637,patutthiyathu,படுத்தியது,படுத்தியது
4638,paduththiyulladhu,படுத்தியுள்ளது,படுத்தியுள்ளது
4639,paduththiyullathu,படுத்தியுள்ளது,படுத்தியுள்ளது
4640,padaithathu,படைத்தது,படைத்தது
4641,padaiththathu,படைத்தது,படைத்தது
4642,padaitthathu,படைத்தது,படைத்தது
4643,pataitthathu,படைத்தது,படைத்தது
4644,padaithanar,படைத்தனர்,படைத்தநார்
4645,padaiththanar,படைத்தனர்,படைத்தனர்
4646,padaitthanar,படைத்தனர்,படைத்தனர்
4647,pataitthanar,படைத்தனர்,படைத்தனர்
4648,padaithalapathi,படைத்தளபதி,படைத்தலப்பதி
4649,padaiththalapathi,படைத்தளபதி,படைத்தலப்பதி
4650,padaitthalapathi,படைத்தளபதி,படைத்தலப்பதி
4651,pataitthalapathi,படைத்தளபதி,படைத்தலப்பதி
4652,padaithan,படைத்தான்,படைத்தன்
4653,padaiththaan,படைத்தான்,படைத்தான்
4654,padaitthaan,படைத்தான்,படைத்தான்
4655,pataitthaan,படைத்தான்,படைத்தான்
4656,padaiththu,படைத்து,படைத்து
4657,padaithu,படைத்து,படைத்து
4658,padaitthu,படைத்து,படைத்து
4659,pataitthu,படைத்து,படைத்து
4660,padaipaka,படைப்பாக்க,படைப்பாக
4661,padaippaakka,படைப்பாக்க,படைப்பாக்க
4662,padaippakka,படைப்பாக்க,படைப்பக்க
4663,pataippaakka,படைப்பாக்க,படைப்பாக்க
4664,padaiyinarum,படையினரும்,படையினரும்
4665,pataiyinarum,படையினரும்,படையினரும்
4666,pattathu,பட்டது,குறிக்கப்
4667,panayak,பணயக்,பணயக்
4668,panigalin,பணிகளின்,பணிகளின்
4669,panigazhin,பணிகளின்,பணிகளின்
4670,panigalukku,பணிகளுக்கு,பணிகளுக்கு
4671,panigazhukku,பணிகளுக்கு,பணிகளுக்கு
4672,panigalukkup,பணிகளுக்குப்,பணிகளுக்குப்
4673,panigazhukkup,பணிகளுக்குப்,பணிகளுக்குப்
4674,panigalukkum,பணிகளுக்கும்,பணிகளுக்கும்
4675,panigazhukkum,பணிகளுக்கும்,பணிகளுக்கும்
4676,panigalum,பணிகளும்,பணிகளும்
4677,panigazhum,பணிகளும்,பணிகளும்
4678,panigalai,பணிகளை,பணிகளை
4679,panigazhai,பணிகளை,பணிகளை
4680,panigalaip,பணிகளைப்,பணிகளைப்
4681,panigazhaip,பணிகளைப்,பணிகளைப்
4682,panigalaiyum,பணிகளையும்,பணிகளையும்
4683,panigazhaiyum,பணிகளையும்,பணிகளையும்
4684,panigal,பணிகள்,பனிகள்
4685,panigazh,பணிகள்,பணிகள்
4686,panikkaana,பணிக்கான,பணிக்கான
4687,panithan,பணித்தான்,பணிதன்
4688,paniththaan,பணித்தான்,பனித்தான்
4689,panitthaan,பணித்தான்,பனித்தான்
4690,panimanai,பணிமனை,பனிமனை
4691,paniyaanadhu,பணியானது,பணியானது
4692,paniyaanathu,பணியானது,பணியானது
4693,paniyin,பணியின்,பானியின்
4694,paniyilirindhu,பணியிலிருந்து,பணியிலிருந்து
4695,paniyilirunthu,பணியிலிருந்து,பணியிலிருந்து
4696,paniyilum,பணியிலும்,பணியிலும்
4697,paniyum,பணியும்,பணியும்
4698,panpaadu,பண்பாடு,பண்பாடு
4699,panbaadugalin,பண்பாடுகளின்,பண்பாடுகளின்
4700,panpaadugalin,பண்பாடுகளின்,பண்பாடுகளின்
4701,panpaadugazhin,பண்பாடுகளின்,பண்பாடுகளின்
4702,panpaadukalin,பண்பாடுகளின்,பண்பாடுகளின்
4703,panbaadum,பண்பாடும்,பண்பாடும்
4704,panpaadum,பண்பாடும்,பண்பாடும்
4705,padhikkappatta,பதிக்கப்பட்ட,பாதிக்கப்பட்ட
4706,pathikkappatta,பதிக்கப்பட்ட,பாதிக்கப்பட்ட
4707,padhinaezhyaam,பதினேழாம்,பதினேளியாம்
4708,pathinaelaam,பதினேழாம்,பதினேலாம்
4709,pathinaezhaam,பதினேழாம்,பதினேழாம்
4710,pathinealaam,பதினேழாம்,பதினேலாம்
4711,pathineazhaam,பதினேழாம்,பதினேழாம்
4712,pathinezhaam,பதினேழாம்,பதினேழாம்
4713,padhinoaraavadhu,பதினோராவது,பதினோராவது
4714,pathinaoraavathu,பதினோராவது,பதினோராவது
4715,pathinoaraavathu,பதினோராவது,பதினோராவது
4716,padhippiththa,பதிப்பித்த,பதிப்பித்த
4717,pathippiththa,பதிப்பித்த,பதிப்பித்த
4718,pathippittha,பதிப்பித்த,பதிப்பித்த
4719,padhippiththullaar,பதிப்பித்துள்ளார்,பதிப்பித்துள்ளார்
4720,pathippiththullaar,பதிப்பித்துள்ளார்,பதிப்பித்துள்ளார்
4721,pathippitthullaar,பதிப்பித்துள்ளார்,பதிப்பித்துள்ளார்
4722,padhulaiyil,பதுளையில்,பதுளையில்
4723,pathulaiyil,பதுளையில்,பதுளையில்
4724,paththaandu,பத்தாண்டு,பத்தாண்டு
4725,paththaandugalaaga,பத்தாண்டுகளாக,பத்தாண்டுகளாக
4726,paththaandukalaaka,பத்தாண்டுகளாக,பத்தாண்டுகளாக
4727,paththaandugalil,பத்தாண்டுகளில்,பத்தாண்டுகளில்
4728,paththaandukalil,பத்தாண்டுகளில்,பத்தாண்டுகளில்
4729,paththaandugal,பத்தாண்டுகள்,பத்தாண்டுகள்
4730,paththaandukal,பத்தாண்டுகள்,பத்தாண்டுகள்
4731,padmanaaban,பத்மநாபன்,பட்மணப்பன்
4732,pathmanaaban,பத்மநாபன்,பத்மனாபன்
4733,pandhiyil,பந்தியில்,பாந்தியில்
